frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2
249728,3,3,3,5,1,1,2,0,2
249729,3,3,3,6,2,2,0,2,2
249730,0,3,3,4,4,4,3,3,4
249731,7,2,2,3,3,7,5,0,3
249732,7,2,2,4,4,1,5,0,3
249733,5,5,3,4,0,4,3,4,0
249734,0,1,1,7,4,0,3,4,0
249735,3,0,4,2,3,0,1,2,0
249736,0,4,6,0,2,6,2,0,2
249737,4,1,0,2,2,3,2,0,2
249738,4,6,4,0,4,4,5,0,3
249739,0,1,1,2,2,3,2,2,2
249740,2,2,5,0,4,4,2,2,2
249741,2,5,5,7,4,0,5,5,0
249742,4,4,1,2,2,2,3,3,4
249743,4,1,0,3,3,3,5,0,3
249744,4,6,4,0,3,3,4,0,0
249745,2,2,2,0,4,4,0,0,4
249746,0,3,3,4,4,4,2,2,2
249747,3,0,4,4,1,5,4,0,0
249748,0,0,1,3,3,7,3,7,3
249749,4,1,0,0,2,6,3,3,4
249750,0,4,6,2,2,3,2,0,2
249751,3,3,0,1,1,1,6,1,1
249752,2,7,2,3,3,7,0,4,4
249753,1,2,7,1,1,1,4,4,1
249754,6,4,4,3,3,3,4,4,1
249755,4,4,4,2,6,2,0,2,2
249756,2,5,5,3,3,7,4,1,6
249757,7,2,2,0,2,6,4,4,1
249758,2,7,2,4,1,5,0,0,4
249759,1,0,0,2,3,0,2,2,5
249760,5,5,3,0,3,3,1,2,0
249761,5,5,3,0,2,6,0,2,2
249762,0,0,1,1,5,1,2,0,2
249763,3,3,0,3,7,4,1,1,1
249764,0,4,6,3,7,4,3,3,4
249765,1,1,2,4,4,1,4,0,0
249766,4,1,0,3,3,3,7,3,3
249767,5,5,3,2,6,2,1,1,1
249768,5,3,0,2,3,0,3,4,0
249769,1,0,0,0,2,6,3,7,3
249770,3,0,4,1,5,1,2,2,2
249771,4,4,4,4,0,4,7,3,3
249772,4,1,0,2,2,3,1,1,2
249773,4,4,4,1,5,1,4,4,4
249774,3,0,4,4,4,1,0,2,2
249775,1,1,2,3,3,3,4,4,4
249776,0,3,3,3,0,3,4,1,6
249777,3,0,4,1,1,1,5,5,0
249778,5,5,3,3,3,3,4,1,6
249779,4,1,0,4,4,1,4,0,0
249780,4,4,4,6,2,2,0,2,2
249781,6,4,4,3,3,3,0,4,4
249782,2,2,2,2,3,0,0,2,2
249783,1,2,7,3,7,4,3,4,0
249784,5,5,3,1,1,0,4,1,6
249785,3,3,3,2,2,2,4,1,6
249786,1,1,1,3,3,7,5,5,0
249787,3,0,4,1,5,1,1,1,1
249788,0,1,1,0,3,3,1,1,1
249789,1,1,2,3,7,4,0,0,4
249790,0,1,1,4,1,5,2,2,5
249791,4,1,0,5,1,1,6,1,1
249792,0,3,3,3,3,3,1,6,1
249793,4,1,0,4,1,5,3,3,4
249794,5,5,3,2,2,3,0,0,4
249795,5,5,3,4,1,5,2,2,5
249796,2,5,5,1,1,0,2,0,2
249797,3,0,3,5,1,1,1,2,0
249798,3,0,4,3,0,3,4,0,0
249799,3,0,4,2,3,0,2,2,2
249800,3,3,0,1,1,0,1,1,2
249801,7,2,2,1,1,0,3,3,3
249802,2,5,5,2,2,3,1,1,2
249803,3,0,3,2,6,2,0,2,2
249804,0,4,6,2,6,2,2,0,2
249805,2,2,2,3,0,3,1,1,1
249806,4,1,0,3,3,3,0,0,4
249807,2,7,2,4,1,5,3,3,4
249808,2,2,5,1,1,0,1,1,2
249809,0,3,3,4,1,5,3,3,3
249810,0,0,1,5,1,1,4,0,0
249811,5,3,0,3,7,4,3,3,3
249812,0,0,1,1,0,2,2,5,5
249813,2,5,5,1,1,0,3,3,3
249814,2,2,2,6,2,2,1,2,0
249815,2,5,5,7,4,0,3,7,3
249816,2,2,5,2,6,2,7,3,3
249817,2,2,5,4,4,4,2,2,2
249818,5,3,0,4,4,1,3,3,4
249819,3,0,3,2,3,0,1,1,2
249820,6,4,4,1,1,1,0,2,2
249821,1,1,2,1,0,2,5,5,0
249822,4,1,0,1,1,1,4,0,0
249823,4,4,4,0,3,3,0,2,2
249824,3,0,3,4,1,5,4,0,0
249825,2,7,2,1,1,1,4,4,1
249826,5,5,3,7,4,0,2,0,2
249827,2,5,5,3,0,3,3,3,3
249828,2,7,2,2,2,3,3,4,0
249829,4,4,1,2,2,2,2,2,2
249830,2,2,5,2,3,0,2,2,2
249831,1,1,1,2,3,0,3,7,3
249832,2,2,5,6,2,2,1,6,1
249833,2,2,2,4,4,1,4,4,1
249834,3,3,3,3,3,7,1,1,1
249835,2,7,2,1,5,1,1,2,0
249836,2,2,2,0,4,4,0,4,4
249837,4,1,0,4,4,1,0,4,4
249838,3,3,3,0,4,4,4,4,1
249839,5,3,0,4,0,4,3,7,3
249840,6,4,4,4,4,1,2,0,2
249841,4,4,4,1,0,2,5,0,3
249842,5,3,0,2,2,2,0,0,4
249843,3,0,3,1,1,1,2,5,5
249844,2,7,2,7,4,0,3,3,4
249845,5,5,3,4,1,5,2,5,5
249846,7,2,2,2,2,3,0,2,2
249847,3,0,4,4,1,5,4,1,6
249848,1,2,7,3,3,7,3,4,0
249849,1,0,0,4,0,4,3,7,3
249850,2,2,5,5,1,1,1,1,1
249851,1,1,1,2,2,2,5,0,3
249852,1,1,1,5,1,1,6,1,1
249853,7,2,2,1,1,0,3,3,4
249854,4,4,4,2,2,2,4,4,1
249855,4,4,4,1,1,1,3,3,4
249856,5,5,3,6,2,2,7,3,3
249857,4,4,1,2,2,2,3,7,3
249858,0,1,1,7,4,0,3,7,3
249859,2,2,2,2,2,2,4,0,0
249860,1,1,1,5,1,1,2,2,2
249861,0,4,6,5,1,1,0,4,4
249862,6,4,4,2,2,2,4,0,0
249863,5,3,0,4,4,4,2,2,2
249864,2,2,5,3,7,4,4,4,4
249865,0,3,3,2,2,3,3,3,4
249866,0,0,1,6,2,2,3,7,3
249867,3,3,0,2,6,2,2,2,5
249868,0,1,1,0,4,4,7,3,3
249869,0,3,3,4,4,1,3,3,3
249870,5,5,3,0,4,4,2,0,2
249871,0,4,6,1,0,2,4,0,0
249872,5,5,3,2,3,0,4,0,0
249873,2,2,2,0,4,4,2,2,2
249874,0,3,3,3,0,3,2,2,5
249875,4,4,1,4,4,4,6,1,1
249876,0,0,1,4,0,4,1,1,2
249877,2,7,2,4,1,5,1,2,0
249878,2,5,5,4,4,4,3,4,0
249879,0,4,6,2,2,3,3,4,0
249880,1,1,2,3,3,7,3,3,3
249881,4,4,1,0,2,6,7,3,3
249882,2,7,2,0,4,4,3,4,0
249883,4,4,4,1,1,1,2,2,2
249884,6,4,4,4,4,1,0,2,2
249885,3,3,3,3,3,7,7,3,3
249886,0,1,1,0,2,6,1,2,0
249887,1,0,0,5,1,1,0,4,4
249888,2,7,2,5,1,1,0,3,7
249889,6,4,4,2,2,3,1,6,1
249890,4,4,1,4,1,5,4,0,0
249891,4,4,1,4,4,4,6,1,1
249892,1,1,1,2,6,2,0,2,2
249893,1,2,7,5,1,1,1,1,2
249894,4,1,0,1,1,1,6,1,1
249895,1,1,2,4,1,5,3,3,4
249896,4,4,4,2,2,3,6,1,1
249897,0,4,6,4,4,1,2,5,5
249898,1,2,7,1,0,2,3,3,4
249899,2,5,5,3,3,3,2,2,2
249900,2,2,5,5,1,1,5,5,0
249901,1,1,2,3,3,7,1,1,2
249902,4,4,4,6,2,2,3,3,4
249903,2,2,2,1,0,2,5,0,3
249904,3,3,3,4,4,4,0,2,2
249905,0,0,1,1,5,1,6,1,1
249906,1,1,2,1,1,0,2,0,2
249907,4,4,4,0,2,6,3,3,3
249908,5,3,0,3,7,4,3,3,4
249909,4,1,0,3,7,4,0,0,4
249910,2,2,2,4,0,4,0,2,2
249911,4,4,1,3,3,7,4,0,0
249912,2,2,5,1,5,1,0,3,7
249913,7,2,2,4,0,4,4,1,6
249914,3,0,3,0,3,3,1,2,0
249915,7,2,2,3,0,3,0,3,7
249916,0,0,1,4,4,1,1,2,0
249917,7,2,2,1,1,0,3,3,3
249918,2,2,5,3,7,4,1,1,2
249919,5,3,0,3,3,7,1,1,2
249920,3,0,4,7,4,0,3,3,3
249921,3,0,3,0,4,4,3,3,4
249922,2,5,5,4,0,4,0,4,4
249923,2,2,2,1,1,0,5,5,0
249924,1,2,7,0,3,3,2,2,2
249925,3,3,3,6,2,2,0,4,4
249926,4,4,1,3,0,3,1,1,2
249927,1,1,1,0,4,4,2,0,2
249928,2,5,5,3,7,4,4,1,6
249929,1,1,2,4,1,5,1,1,2
249930,3,3,3,0,3,3,4,4,4
249931,3,3,0,1,1,0,1,1,1
249932,0,0,1,2,2,2,2,0,2
249933,2,7,2,4,1,5,1,1,2
249934,2,2,2,1,5,1,0,4,4
249935,0,4,6,4,1,5,7,3,3
249936,7,2,2,1,0,2,3,3,3
249937,0,4,6,0,4,4,4,4,4
249938,3,3,0,1,5,1,0,2,2
249939,3,3,0,6,2,2,0,2,2
249940,5,5,3,2,6,2,0,3,7
249941,3,3,0,0,2,6,5,5,0
249942,1,1,1,2,2,3,4,4,1
249943,2,2,5,3,7,4,3,3,3
249944,2,2,5,7,4,0,1,6,1
249945,4,4,1,5,1,1,6,1,1
249946,4,4,4,5,1,1,0,2,2
249947,6,4,4,7,4,0,5,5,0
249948,3,3,3,0,4,4,3,3,3
249949,1,1,1,4,4,1,1,1,1
249950,3,0,3,7,4,0,5,5,0
249951,2,7,2,1,1,1,2,5,5
249952,4,1,0,1,0,2,1,2,0
249953,2,5,5,4,4,4,5,5,0
249954,4,6,4,4,4,1,3,3,3
249955,3,3,3,3,7,4,4,0,0
249956,4,4,1,3,3,7,7,3,3
249957,2,5,5,2,2,3,2,2,2
249958,1,1,1,1,1,0,2,2,5
249959,2,5,5,2,6,2,0,2,2
249960,1,1,2,3,3,3,1,2,0
249961,1,0,0,3,0,3,3,4,0
249962,4,6,4,4,4,4,5,0,3
249963,2,2,2,3,3,3,1,6,1
249964,2,2,2,0,3,3,0,4,4
249965,2,2,5,3,7,4,5,0,3
249966,1,1,2,3,0,3,5,0,3
249967,4,1,0,1,5,1,3,4,0
249968,1,1,1,4,0,4,1,6,1
249969,4,4,4,4,0,4,4,1,6
249970,3,3,3,0,4,4,0,0,4
249971,5,3,0,6,2,2,4,4,4
249972,0,1,1,3,3,3,5,5,0
249973,3,3,3,0,2,6,3,4,0
249974,3,3,0,3,3,3,0,4,4
249975,4,4,1,0,2,6,1,1,1
249976,1,1,1,1,5,1,2,2,5
249977,4,6,4,7,4,0,4,1,6
249978,3,0,3,0,3,3,4,0,0
249979,5,3,0,1,5,1,4,4,1
249980,5,5,3,1,5,1,4,4,1
249981,0,3,3,6,2,2,3,3,3
249982,1,0,0,0,2,6,3,7,3
249983,4,6,4,3,3,7,5,5,0
249984,4,4,4,4,4,1,7,3,3
249985,2,7,2,3,3,3,1,1,2
249986,4,6,4,4,4,1,1,1,2
249987,2,2,5,3,3,7,4,0,0
249988,1,2,7,3,3,3,4,4,1
249989,4,4,1,2,2,3,4,4,4
249990,2,5,5,4,0,4,0,0,4
249991,0,0,1,7,4,0,7,3,3
249992,3,0,3,4,4,1,0,3,7
249993,4,6,4,0,2,6,1,2,0
249994,3,3,3,0,4,4,2,5,5
249995,2,2,2,7,4,0,2,2,5
249996,4,4,1,0,2,6,2,0,2
249997,0,3,3,0,2,6,7,3,3
249998,2,2,5,3,0,3,1,6,1
249999,1,1,1,6,2,2,3,4,0
250000,3,0,3,2,2,2,1,1,1
250001,4,1,0,1,1,0,5,0,3
250002,4,4,4,1,1,1,2,2,2
250003,0,3,3,2,2,3,1,6,1
250004,0,0,1,7,4,0,1,2,0
250005,1,1,1,1,0,2,1,2,0
250006,1,1,2,1,5,1,0,4,4
250007,3,3,3,0,3,3,4,4,1
250008,3,3,0,5,1,1,1,2,0
250009,1,1,2,6,2,2,4,1,6
250010,1,0,0,5,1,1,6,1,1
250011,4,1,0,0,2,6,1,1,2
250012,2,7,2,0,2,6,2,5,5
250013,0,3,3,0,4,4,3,3,4
250014,6,4,4,7,4,0,4,4,4
250015,4,4,4,1,0,2,2,5,5
250016,1,0,0,6,2,2,1,1,1
250017,2,2,2,2,3,0,0,4,4
250018,6,4,4,2,3,0,2,5,5
250019,6,4,4,3,7,4,0,0,4
250020,5,5,3,0,2,6,2,2,2
250021,0,3,3,1,5,1,5,0,3
250022,0,0,1,3,0,3,1,1,2
250023,0,1,1,2,6,2,1,2,0
250024,0,0,1,3,0,3,7,3,3
250025,3,0,4,2,6,2,4,1,6
250026,5,5,3,0,4,4,1,2,0
250027,4,1,0,3,7,4,4,4,4
250028,1,0,0,0,2,6,5,5,0
250029,4,4,4,3,3,7,3,3,3
250030,5,5,3,4,4,4,2,2,5
250031,1,0,0,0,2,6,2,5,5
250032,3,3,3,3,3,7,1,6,1
250033,6,4,4,4,1,5,3,4,0
250034,5,5,3,3,3,7,0,4,4
250035,0,3,3,2,6,2,4,4,1
250036,4,1,0,3,7,4,2,0,2
250037,1,0,0,1,5,1,2,2,2
250038,5,3,0,1,1,0,2,2,5
250039,0,4,6,2,3,0,1,2,0
250040,2,2,5,4,0,4,4,4,4
250041,0,1,1,0,2,6,0,0,4
250042,1,1,1,6,2,2,0,2,2
250043,4,6,4,1,1,0,2,5,5
250044,0,3,3,0,3,3,0,2,2
250045,0,4,6,7,4,0,1,6,1
250046,0,4,6,3,0,3,1,6,1
250047,4,1,0,4,4,4,2,5,5
250048,0,1,1,4,4,1,3,3,4
250049,4,1,0,5,1,1,3,3,3
250050,0,1,1,1,5,1,1,1,2
250051,2,2,5,3,0,3,1,6,1
250052,1,0,0,1,1,1,7,3,3
250053,1,1,2,2,2,2,1,6,1
250054,5,5,3,2,6,2,0,2,2
250055,4,1,0,4,4,4,0,2,2
250056,3,0,4,6,2,2,3,7,3
250057,3,0,4,3,0,3,3,7,3
250058,1,0,0,4,1,5,3,7,3
250059,3,0,4,4,4,1,4,1,6
250060,4,4,4,2,3,0,0,3,7
250061,3,0,4,4,0,4,3,7,3
250062,1,2,7,3,0,3,0,0,4
250063,7,2,2,3,0,3,2,0,2
250064,0,0,1,0,2,6,3,3,4
250065,4,1,0,0,3,3,2,2,5
250066,0,0,1,4,4,1,0,0,4
250067,4,6,4,0,2,6,1,2,0
250068,0,0,1,2,2,2,2,0,2
250069,3,0,4,2,2,2,6,1,1
250070,6,4,4,3,3,3,4,4,1
250071,2,2,5,3,7,4,3,7,3
250072,3,0,4,3,7,4,2,2,5
250073,4,1,0,0,3,3,5,5,0
250074,3,3,3,2,6,2,2,0,2
250075,5,3,0,2,2,3,5,0,3
250076,2,2,2,1,1,1,0,3,7
250077,2,7,2,2,3,0,1,2,0
250078,0,0,1,4,0,4,3,3,3
250079,2,7,2,0,4,4,4,4,4
250080,1,0,0,0,3,3,1,6,1
250081,2,7,2,6,2,2,0,2,2
250082,0,3,3,1,5,1,2,5,5
250083,3,3,3,5,1,1,3,4,0
250084,3,0,4,1,0,2,3,3,3
250085,6,4,4,2,2,3,5,0,3
250086,0,3,3,0,3,3,1,1,2
250087,3,3,0,3,3,7,1,1,1
250088,3,3,3,3,3,3,3,7,3
250089,0,4,6,2,2,2,3,3,3
250090,2,2,5,1,5,1,3,3,4
250091,1,1,2,2,3,0,1,1,1
250092,0,0,1,4,1,5,0,2,2
250093,2,7,2,1,1,0,0,4,4
250094,1,1,2,1,1,0,4,1,6
250095,0,1,1,7,4,0,0,2,2
250096,6,4,4,1,0,2,3,3,3
250097,3,0,3,0,2,6,0,3,7
250098,1,2,7,6,2,2,1,1,1
250099,3,0,3,0,2,6,4,4,1
250100,6,4,4,3,3,3,0,4,4
250101,2,2,5,4,1,5,0,0,4
250102,1,1,1,4,4,1,0,3,7
250103,6,4,4,4,4,1,0,4,4
250104,1,1,1,1,1,0,5,0,3
250105,5,5,3,3,3,3,5,0,3
250106,1,1,2,5,1,1,6,1,1
250107,4,4,4,7,4,0,4,4,4
250108,2,2,5,4,4,1,4,1,6
250109,3,3,0,3,7,4,0,0,4
250110,0,0,1,2,6,2,1,6,1
250111,2,7,2,3,7,4,4,1,6
250112,7,2,2,3,0,3,0,4,4
250113,1,1,1,3,3,7,5,0,3
250114,4,4,4,0,2,6,1,6,1
250115,2,7,2,1,1,1,0,4,4
250116,0,3,3,4,1,5,6,1,1
250117,2,2,5,3,7,4,0,0,4
250118,5,3,0,0,3,3,4,1,6
250119,3,0,4,2,6,2,2,5,5
250120,5,5,3,3,3,7,0,0,4
250121,2,7,2,2,3,0,5,5,0
250122,2,5,5,3,3,7,2,0,2
250123,3,0,3,5,1,1,2,0,2
250124,0,1,1,2,2,2,1,6,1
250125,0,3,3,4,1,5,0,2,2
250126,5,3,0,2,2,3,6,1,1
250127,1,1,2,2,6,2,5,5,0
250128,4,6,4,6,2,2,1,2,0
250129,1,0,0,0,2,6,1,1,2
250130,0,1,1,3,0,3,2,5,5
250131,4,4,4,1,1,0,0,3,7
250132,2,2,5,1,0,2,2,5,5
250133,4,4,4,3,7,4,3,7,3
250134,4,6,4,2,2,2,5,0,3
250135,7,2,2,4,0,4,3,4,0
250136,1,1,2,2,6,2,2,2,2
250137,3,3,0,1,1,1,7,3,3
250138,4,6,4,1,5,1,2,2,5
250139,0,0,1,2,6,2,2,2,5
250140,0,4,6,4,0,4,4,4,1
250141,1,1,2,2,3,0,2,0,2
250142,0,3,3,4,0,4,3,3,4
250143,0,0,1,3,0,3,0,4,4
250144,0,4,6,5,1,1,3,3,4
250145,2,5,5,2,2,3,4,0,0
250146,2,2,5,4,4,4,1,6,1
250147,2,7,2,4,1,5,2,5,5
250148,2,5,5,1,0,2,0,3,7
250149,1,1,1,3,3,3,1,1,1
250150,4,4,4,2,2,3,3,7,3
250151,3,0,4,4,1,5,0,3,7
250152,2,5,5,2,6,2,4,4,1
250153,2,2,2,7,4,0,0,0,4
250154,2,2,5,6,2,2,1,2,0
250155,2,2,5,3,3,7,5,0,3
250156,4,4,1,1,0,2,2,2,5
250157,6,4,4,0,3,3,2,5,5
250158,5,5,3,0,3,3,3,7,3
250159,3,3,0,3,7,4,1,6,1
250160,5,5,3,4,4,4,1,1,2
250161,6,4,4,4,4,1,4,4,1
250162,5,3,0,3,3,7,6,1,1
250163,2,7,2,5,1,1,4,1,6
250164,1,1,1,3,3,3,3,3,4
250165,3,0,4,4,0,4,1,2,0
250166,1,1,1,0,2,6,5,5,0
250167,4,4,1,6,2,2,4,4,4
250168,3,3,0,1,1,0,1,2,0
250169,2,2,5,0,3,3,6,1,1
250170,2,7,2,6,2,2,3,7,3
250171,2,5,5,3,0,3,0,3,7
250172,5,5,3,0,4,4,3,3,3
250173,4,6,4,0,4,4,3,3,4
250174,1,0,0,0,3,3,7,3,3
250175,1,1,2,4,4,1,1,1,1
250176,5,5,3,0,4,4,3,4,0
250177,3,3,0,3,3,7,0,3,7
250178,0,3,3,4,4,1,4,1,6
250179,5,5,3,7,4,0,1,1,1
250180,4,4,4,2,2,2,1,1,2
250181,7,2,2,2,3,0,2,2,2
250182,4,6,4,3,3,7,1,2,0
250183,4,6,4,2,6,2,1,2,0
250184,3,3,0,4,4,4,5,5,0
250185,5,5,3,2,3,0,1,1,2
250186,4,6,4,4,4,1,4,0,0
250187,3,0,3,0,2,6,5,5,0
250188,2,2,5,3,3,7,1,1,2
250189,0,3,3,0,3,3,0,3,7
250190,1,0,0,1,5,1,2,5,5
250191,3,3,3,0,4,4,3,7,3
250192,0,4,6,0,2,6,0,0,4
250193,1,2,7,0,4,4,2,2,5
250194,5,5,3,0,4,4,2,2,5
250195,4,6,4,2,6,2,3,3,4
250196,5,3,0,0,4,4,7,3,3
250197,1,1,1,4,1,5,3,3,4
250198,3,3,0,3,0,3,3,3,4
250199,1,0,0,0,3,3,3,3,4
250200,4,4,1,5,1,1,3,7,3
250201,5,3,0,1,0,2,0,4,4
250202,2,2,2,3,3,7,0,3,7
250203,4,6,4,4,1,5,1,2,0
250204,4,6,4,2,2,3,3,3,4
250205,0,3,3,2,2,3,2,2,2
250206,2,2,5,4,1,5,2,0,2
250207,1,1,1,2,6,2,7,3,3
250208,4,4,1,2,2,2,4,0,0
250209,1,1,2,3,3,3,3,3,3
250210,1,1,2,1,1,1,7,3,3
250211,4,6,4,1,0,2,1,2,0
250212,5,5,3,3,3,3,1,1,1
250213,3,3,3,1,0,2,2,5,5
250214,5,3,0,3,7,4,2,0,2
250215,2,2,5,2,2,3,4,0,0
250216,5,5,3,0,4,4,3,4,0
250217,2,2,5,1,1,0,0,0,4
250218,2,2,2,4,4,1,2,5,5
250219,1,1,1,0,3,3,1,1,2
250220,6,4,4,0,4,4,0,3,7
250221,3,3,0,2,3,0,3,7,3
250222,3,3,0,4,0,4,4,4,1
250223,4,6,4,1,0,2,2,2,2
250224,5,5,3,0,4,4,3,7,3
250225,2,7,2,3,0,3,5,0,3
250226,7,2,2,1,1,0,0,0,4
250227,4,6,4,2,3,0,3,7,3
250228,5,3,0,4,1,5,1,6,1
250229,3,3,3,4,4,1,1,1,1
250230,3,3,0,1,1,0,2,5,5
250231,1,0,0,0,2,6,1,1,1
250232,4,1,0,3,0,3,1,2,0
250233,0,1,1,6,2,2,2,2,5
250234,2,2,2,0,4,4,4,0,0
250235,2,5,5,6,2,2,3,7,3
250236,5,3,0,4,4,4,4,4,1
250237,6,4,4,0,3,3,2,2,2
250238,4,1,0,3,3,7,2,5,5
250239,0,3,3,6,2,2,3,7,3
250240,2,2,5,3,0,3,1,6,1
250241,2,2,2,1,1,0,0,3,7
250242,5,5,3,1,1,1,5,5,0
250243,4,4,4,3,3,7,0,0,4
250244,1,2,7,3,3,7,4,4,4
250245,3,3,0,0,3,3,6,1,1
250246,2,7,2,1,1,0,3,7,3
250247,0,1,1,2,6,2,7,3,3
250248,0,1,1,7,4,0,4,1,6
250249,0,0,1,3,3,7,5,0,3
250250,3,3,0,3,3,7,2,0,2
250251,0,0,1,0,3,3,0,0,4
250252,1,0,0,2,3,0,4,4,1
250253,4,4,4,4,4,1,2,0,2
250254,4,4,4,7,4,0,0,3,7
250255,2,2,5,6,2,2,1,6,1
250256,4,1,0,2,3,0,2,5,5
250257,5,3,0,4,4,4,2,0,2
250258,0,4,6,7,4,0,6,1,1
250259,7,2,2,3,3,7,2,0,2
250260,4,6,4,3,3,7,1,1,1
250261,4,4,4,0,4,4,2,2,5
250262,1,0,0,2,2,2,3,4,0
250263,3,3,0,6,2,2,0,2,2
250264,3,3,0,0,2,6,7,3,3
250265,7,2,2,4,1,5,3,3,4
250266,0,4,6,7,4,0,6,1,1
250267,0,3,3,2,2,2,0,4,4
250268,4,4,4,2,3,0,1,1,2
250269,4,4,1,1,0,2,2,0,2
250270,4,1,0,2,6,2,3,4,0
250271,1,1,2,4,0,4,4,0,0
250272,1,1,2,0,2,6,3,4,0
250273,0,1,1,2,3,0,2,5,5
250274,2,7,2,2,3,0,4,1,6
250275,0,0,1,7,4,0,1,6,1
250276,2,7,2,5,1,1,3,3,4
250277,3,3,3,4,4,1,4,1,6
250278,1,0,0,3,0,3,3,3,3
250279,2,7,2,2,3,0,7,3,3
250280,2,5,5,3,7,4,1,1,2
250281,4,4,1,2,2,2,1,6,1
250282,2,2,2,0,4,4,3,4,0
250283,3,3,0,3,7,4,3,3,4
250284,3,3,3,3,3,7,7,3,3
250285,3,0,3,2,3,0,3,4,0
250286,7,2,2,6,2,2,2,2,2
250287,2,5,5,5,1,1,0,0,4
250288,0,0,1,4,1,5,4,4,1
250289,3,0,4,3,7,4,1,2,0
250290,5,5,3,2,2,2,1,2,0
250291,3,0,3,4,1,5,3,7,3
250292,3,0,4,5,1,1,0,0,4
250293,4,4,1,2,6,2,6,1,1
250294,3,0,3,1,0,2,0,2,2
250295,3,3,3,0,3,3,1,1,2
250296,4,1,0,3,0,3,0,3,7
250297,0,1,1,1,1,1,1,6,1
250298,4,6,4,4,0,4,4,0,0
250299,2,7,2,1,1,1,1,1,2
250300,3,3,0,3,0,3,4,4,1
250301,3,3,0,1,0,2,2,0,2
250302,5,3,0,7,4,0,7,3,3
250303,4,4,1,2,2,3,2,5,5
250304,3,3,0,0,3,3,1,2,0
250305,1,1,2,6,2,2,5,5,0
250306,4,6,4,1,1,1,5,0,3
250307,3,3,3,0,2,6,4,1,6
250308,3,3,3,3,7,4,4,4,1
250309,4,6,4,7,4,0,6,1,1
250310,3,0,4,1,1,0,2,2,5
250311,2,2,2,2,6,2,0,4,4
250312,2,2,2,2,3,0,5,0,3
250313,2,5,5,4,4,1,1,2,0
250314,1,1,1,1,5,1,0,0,4
250315,0,1,1,5,1,1,7,3,3
250316,3,0,4,4,1,5,3,7,3
250317,0,0,1,2,6,2,4,4,1
250318,1,0,0,7,4,0,4,0,0
250319,3,0,4,3,3,7,2,0,2
250320,4,1,0,0,4,4,5,0,3
250321,3,0,3,4,1,5,5,0,3
250322,6,4,4,3,7,4,3,4,0
250323,4,6,4,3,3,7,6,1,1
250324,0,1,1,1,0,2,2,0,2
250325,0,4,6,6,2,2,5,0,3
250326,3,3,0,1,5,1,3,4,0
250327,5,5,3,6,2,2,3,7,3
250328,5,5,3,1,1,1,2,0,2
250329,1,2,7,0,4,4,0,0,4
250330,4,4,1,2,2,2,0,0,4
250331,1,1,2,4,0,4,7,3,3
250332,6,4,4,6,2,2,1,1,1
250333,0,1,1,3,7,4,1,1,1
250334,1,2,7,1,1,0,1,1,2
250335,2,7,2,2,2,2,4,1,6
250336,1,2,7,0,2,6,0,3,7
250337,2,2,5,0,2,6,4,4,4
250338,6,4,4,0,2,6,0,3,7
250339,5,5,3,1,5,1,2,0,2
250340,3,3,0,4,0,4,4,0,0
250341,0,0,1,2,6,2,4,4,4
250342,4,4,1,7,4,0,0,4,4
250343,1,1,1,0,3,3,4,0,0
250344,3,3,3,5,1,1,0,2,2
250345,2,5,5,2,3,0,4,1,6
250346,4,4,4,4,0,4,4,4,1
250347,2,2,2,4,4,4,3,7,3
250348,0,0,1,1,5,1,1,2,0
250349,0,3,3,5,1,1,3,3,3
250350,4,6,4,3,7,4,7,3,3
250351,1,1,1,5,1,1,4,4,4
250352,5,3,0,1,1,1,3,4,0
250353,3,3,0,5,1,1,3,3,4
250354,0,3,3,4,4,1,0,0,4
250355,5,5,3,2,2,2,3,4,0
250356,7,2,2,2,2,2,3,3,4
250357,3,3,3,1,1,1,2,5,5
250358,2,7,2,2,6,2,4,0,0
250359,0,4,6,1,1,1,3,7,3
250360,5,5,3,2,3,0,0,0,4
250361,3,3,3,3,0,3,2,2,2
250362,2,7,2,2,6,2,3,3,3
250363,4,6,4,4,4,1,1,6,1
250364,3,3,0,4,4,4,1,1,2
250365,2,5,5,2,2,3,2,5,5
250366,4,6,4,2,2,2,0,0,4
250367,1,2,7,1,1,0,0,4,4
250368,2,2,5,1,5,1,1,1,1
250369,1,0,0,6,2,2,3,3,4
250370,2,5,5,3,7,4,4,1,6
250371,0,1,1,1,1,0,2,0,2
250372,5,5,3,4,0,4,3,3,4
250373,1,1,2,4,1,5,0,3,7
250374,0,0,1,4,1,5,1,2,0
250375,5,5,3,1,1,0,0,4,4
250376,2,2,5,1,0,2,2,0,2
250377,3,3,0,0,2,6,2,0,2
250378,2,7,2,3,7,4,4,4,4
250379,3,3,0,4,4,1,5,5,0
250380,1,1,1,1,1,0,1,1,1
250381,0,0,1,4,0,4,5,5,0
250382,3,3,0,1,1,1,0,0,4
250383,3,3,3,3,7,4,4,4,1
250384,2,5,5,3,0,3,1,2,0
250385,3,0,3,2,2,3,2,2,5
250386,3,3,3,1,1,0,7,3,3
250387,0,3,3,1,5,1,4,0,0
250388,0,0,1,7,4,0,4,1,6
250389,4,4,4,1,5,1,5,5,0
